,SPRADDR_ZIP_PR,Unnamed: 0,SEMESTER,IRO_INSTITUTION_DESCL,ENROLLMENT,YEAR
1324,CA,5963,Fall 2016,University of Hawai`i at Manoa,1,2016
1325,OK,5968,Fall 2016,University of Hawai`i at Manoa,1,2016
1326,HI,5970,Fall 2016,University of Hawai`i at Manoa,2,2016
1327,CA,5972,Fall 2016,University of Hawai`i at Manoa,3,2016
1328,CA,5978,Fall 2016,University of Hawai`i at Manoa,1,2016
1329,TX,5979,Fall 2016,University of Hawai`i at Manoa,2,2016
1330,HI,5981,Fall 2016,University of Hawai`i at Manoa,1,2016
1331,OR,5982,Fall 2016,University of Hawai`i at Manoa,1,2016
1332,NY,5983,Fall 2016,University of Hawai`i at Manoa,1,2016
1333,CA,5984,Fall 2016,University of Hawai`i at Manoa,1,2016
1334,FL,5985,Fall 2016,University of Hawai`i at Manoa,1,2016
1335,CA,5988,Fall 2016,University of Hawai`i at Manoa,2,2016
1336,NH,5991,Fall 2016,University of Hawai`i at Manoa,1,2016
1337,CA,5992,Fall 2016,University of Hawai`i at Manoa,1,2016
1339,CA,6000,Fall 2016,University of Hawai`i at Manoa,1,2016
1340,CA,6003,Fall 2016,University of Hawai`i at Manoa,1,2016
1341,HI,6005,Fall 2016,University of Hawai`i at Manoa,1,2016
1342,NV,6013,Fall 2016,University of Hawai`i at Manoa,1,2016
1343,HI,6014,Fall 2016,University of Hawai`i at Manoa,1,2016
1344,CA,6020,Fall 2016,University of Hawai`i at Manoa,1,2016
1345,CA,6023,Fall 2016,University of Hawai`i at Manoa,4,2016
1346,HI,6024,Fall 2016,University of Hawai`i at Manoa,1,2016
1347,HI,6025,Fall 2016,University of Hawai`i at Manoa,1,2016
1349,CA,6034,Fall 2016,University of Hawai`i at Manoa,1,2016
1350,CA,6035,Fall 2016,University of Hawai`i at Manoa,1,2016
1351,AZ,6038,Fall 2016,University of Hawai`i at Manoa,1,2016
1352,CO,6040,Fall 2016,University of Hawai`i at Manoa,1,2016
1353,NY,6041,Fall 2016,University of Hawai`i at Manoa,1,2016
1354,WA,6044,Fall 2016,University of Hawai`i at Manoa,1,2016
1355,CA,6046,Fall 2016,University of Hawai`i at Manoa,1,2016
1356,CA,6047,Fall 2016,University of Hawai`i at Manoa,2,2016
1357,CA,6049,Fall 2016,University of Hawai`i at Manoa,1,2016
1358,WA,6052,Fall 2016,University of Hawai`i at Manoa,1,2016
1359,CA,6053,Fall 2016,University of Hawai`i at Manoa,2,2016
1360,CA,6056,Fall 2016,University of Hawai`i at Manoa,1,2016
1361,CA,6058,Fall 2016,University of Hawai`i at Manoa,1,2016
1362,CA,6059,Fall 2016,University of Hawai`i at Manoa,1,2016
1363,CA,6061,Fall 2016,University of Hawai`i at Manoa,1,2016
1364,CA,6062,Fall 2016,University of Hawai`i at Manoa,1,2016
1365,MN,6064,Fall 2016,University of Hawai`i at Manoa,1,2016
1366,CA,6065,Fall 2016,University of Hawai`i at Manoa,2,2016
1367,CA,6068,Fall 2016,University of Hawai`i at Manoa,1,2016
1368,CA,6069,Fall 2016,University of Hawai`i at Manoa,1,2016
1369,AZ,6070,Fall 2016,University of Hawai`i at Manoa,1,2016
1370,CA,6072,Fall 2016,University of Hawai`i at Manoa,1,2016
1371,CA,6073,Fall 2016,University of Hawai`i at Manoa,1,2016
1372,CA,6074,Fall 2016,University of Hawai`i at Manoa,1,2016
1373,NY,6075,Fall 2016,University of Hawai`i at Manoa,1,2016
1374,CA,6076,Fall 2016,University of Hawai`i at Manoa,3,2016
1375,CA,6077,Fall 2016,University of Hawai`i at Manoa,1,2016
1376,WA,6079,Fall 2016,University of Hawai`i at Manoa,1,2016
1377,OR,6080,Fall 2016,University of Hawai`i at Manoa,1,2016
1378,HI,6081,Fall 2016,University of Hawai`i at Manoa,2,2016
1379,CA,6083,Fall 2016,University of Hawai`i at Manoa,1,2016
1380,IN,6084,Fall 2016,University of Hawai`i at Manoa,1,2016
1381,CO,6085,Fall 2016,University of Hawai`i at Manoa,1,2016
1382,WA,6088,Fall 2016,University of Hawai`i at Manoa,1,2016
1383,MD,6089,Fall 2016,University of Hawai`i at Manoa,1,2016
1384,CA,6090,Fall 2016,University of Hawai`i at Manoa,1,2016
1385,WA,6092,Fall 2016,University of Hawai`i at Manoa,1,2016
1386,CA,6093,Fall 2016,University of Hawai`i at Manoa,1,2016
1387,TX,6094,Fall 2016,University of Hawai`i at Manoa,1,2016
1388,ID,6096,Fall 2016,University of Hawai`i at Manoa,1,2016
1389,CA,6100,Fall 2016,University of Hawai`i at Manoa,1,2016
1390,CA,6101,Fall 2016,University of Hawai`i at Manoa,1,2016
1391,CO,6102,Fall 2016,University of Hawai`i at Manoa,3,2016
1392,WA,6104,Fall 2016,University of Hawai`i at Manoa,1,2016
1393,NM,6106,Fall 2016,University of Hawai`i at Manoa,1,2016
1394,CA,6114,Fall 2016,University of Hawai`i at Manoa,1,2016
1395,OR,6115,Fall 2016,University of Hawai`i at Manoa,1,2016
1396,CA,6117,Fall 2016,University of Hawai`i at Manoa,2,2016
1397,CA,6118,Fall 2016,University of Hawai`i at Manoa,4,2016
1398,CA,6121,Fall 2016,University of Hawai`i at Manoa,1,2016
1399,HI,6127,Fall 2016,University of Hawai`i at Manoa,1,2016
1400,CA,6128,Fall 2016,University of Hawai`i at Manoa,1,2016
1401,CO,6129,Fall 2016,University of Hawai`i at Manoa,1,2016
1402,CA,6130,Fall 2016,University of Hawai`i at Manoa,2,2016
1403,CA,6131,Fall 2016,University of Hawai`i at Manoa,1,2016
1404,CA,6132,Fall 2016,University of Hawai`i at Manoa,1,2016
1405,WI,6134,Fall 2016,University of Hawai`i at Manoa,1,2016
1406,IN,6135,Fall 2016,University of Hawai`i at Manoa,1,2016
1407,CA,6137,Fall 2016,University of Hawai`i at Manoa,1,2016
1408,MI,6138,Fall 2016,University of Hawai`i at Manoa,1,2016
1409,MA,6150,Fall 2016,University of Hawai`i at Manoa,1,2016
1410,HI,6151,Fall 2016,University of Hawai`i at Manoa,1,2016
1411,CA,6154,Fall 2016,University of Hawai`i at Manoa,2,2016
1412,CA,6156,Fall 2016,University of Hawai`i at Manoa,1,2016
1413,IL,6158,Fall 2016,University of Hawai`i at Manoa,1,2016
1414,HI,6161,Fall 2016,University of Hawai`i at Manoa,1,2016
1415,CA,6164,Fall 2016,University of Hawai`i at Manoa,1,2016
1416,TX,6180,Fall 2016,University of Hawai`i at Manoa,1,2016
1417,WA,6182,Fall 2016,University of Hawai`i at Manoa,1,2016
1418,HI,6183,Fall 2016,University of Hawai`i at Manoa,1,2016
1419,PA,6187,Fall 2016,University of Hawai`i at Manoa,1,2016
1420,TX,6189,Fall 2016,University of Hawai`i at Manoa,1,2016
1421,CA,6191,Fall 2016,University of Hawai`i at Manoa,1,2016
1422,IL,6194,Fall 2016,University of Hawai`i at Manoa,1,2016
1423,CA,6197,Fall 2016,University of Hawai`i at Manoa,1,2016
1424,CA,6198,Fall 2016,University of Hawai`i at Manoa,1,2016
1425,HI,6199,Fall 2016,University of Hawai`i at Manoa,1,2016
1426,CA,6200,Fall 2016,University of Hawai`i at Manoa,1,2016
1427,FL,6203,Fall 2016,University of Hawai`i at Manoa,1,2016
1428,IL,6207,Fall 2016,University of Hawai`i at Manoa,1,2016
1429,CA,6208,Fall 2016,University of Hawai`i at Manoa,1,2016
1430,CA,6209,Fall 2016,University of Hawai`i at Manoa,1,2016
1431,HI,6210,Fall 2016,University of Hawai`i at Manoa,2,2016
1432,CA,6211,Fall 2016,University of Hawai`i at Manoa,1,2016
1433,CA,6214,Fall 2016,University of Hawai`i at Manoa,1,2016
1434,CA,6216,Fall 2016,University of Hawai`i at Manoa,1,2016
1435,CA,6217,Fall 2016,University of Hawai`i at Manoa,1,2016
1436,WA,6218,Fall 2016,University of Hawai`i at Manoa,1,2016
1437,HI,6219,Fall 2016,University of Hawai`i at Manoa,1,2016
1438,TX,6222,Fall 2016,University of Hawai`i at Manoa,1,2016
1439,CA,6224,Fall 2016,University of Hawai`i at Manoa,1,2016
1440,MI,6225,Fall 2016,University of Hawai`i at Manoa,1,2016
1441,FL,6228,Fall 2016,University of Hawai`i at Manoa,1,2016
1442,CA,6230,Fall 2016,University of Hawai`i at Manoa,1,2016
1443,WA,6231,Fall 2016,University of Hawai`i at Manoa,2,2016
1444,WA,6232,Fall 2016,University of Hawai`i at Manoa,1,2016
1445,CA,6233,Fall 2016,University of Hawai`i at Manoa,1,2016
1446,PA,6236,Fall 2016,University of Hawai`i at Manoa,1,2016
1447,PA,6237,Fall 2016,University of Hawai`i at Manoa,1,2016
1448,NV,6238,Fall 2016,University of Hawai`i at Manoa,1,2016
1449,CA,6240,Fall 2016,University of Hawai`i at Manoa,1,2016
1450,WI,6248,Fall 2016,University of Hawai`i at Manoa,1,2016
1451,NV,6249,Fall 2016,University of Hawai`i at Manoa,1,2016
1452,CA,6250,Fall 2016,University of Hawai`i at Manoa,1,2016
1453,OR,6251,Fall 2016,University of Hawai`i at Manoa,1,2016
1454,CT,6253,Fall 2016,University of Hawai`i at Manoa,1,2016
1455,ID,6257,Fall 2016,University of Hawai`i at Manoa,2,2016
1456,KS,6261,Fall 2016,University of Hawai`i at Manoa,1,2016
1457,CO,6262,Fall 2016,University of Hawai`i at Manoa,2,2016
1458,CA,6264,Fall 2016,University of Hawai`i at Manoa,2,2016
1459,CA,6265,Fall 2016,University of Hawai`i at Manoa,2,2016
1460,CA,6267,Fall 2016,University of Hawai`i at Manoa,1,2016
1461,VA,6269,Fall 2016,University of Hawai`i at Manoa,1,2016
1462,HI,6274,Fall 2016,University of Hawai`i at Manoa,1,2016
1463,SD,6280,Fall 2016,University of Hawai`i at Manoa,1,2016
1465,FL,6282,Fall 2016,University of Hawai`i at Manoa,1,2016
1466,CA,6285,Fall 2016,University of Hawai`i at Manoa,1,2016
1467,CA,6288,Fall 2016,University of Hawai`i at Manoa,1,2016
1468,CA,6291,Fall 2016,University of Hawai`i at Manoa,1,2016
1469,CO,6297,Fall 2016,University of Hawai`i at Manoa,1,2016
1470,NJ,6298,Fall 2016,University of Hawai`i at Manoa,1,2016
1471,nan,6301,Fall 2016,University of Hawai`i at Manoa,1,2016
1472,AZ,6306,Fall 2016,University of Hawai`i at Manoa,1,2016
1473,TX,6308,Fall 2016,University of Hawai`i at Manoa,1,2016
1474,MD,6309,Fall 2016,University of Hawai`i at Manoa,1,2016
1475,CA,6310,Fall 2016,University of Hawai`i at Manoa,1,2016
1476,CA,6312,Fall 2016,University of Hawai`i at Manoa,1,2016
1477,MD,6316,Fall 2016,University of Hawai`i at Manoa,1,2016
1478,CA,6317,Fall 2016,University of Hawai`i at Manoa,1,2016
1479,WA,6318,Fall 2016,University of Hawai`i at Manoa,1,2016
1480,IL,6319,Fall 2016,University of Hawai`i at Manoa,1,2016
1481,WA,6320,Fall 2016,University of Hawai`i at Manoa,1,2016
1482,MO,6321,Fall 2016,University of Hawai`i at Manoa,1,2016
1483,NM,6322,Fall 2016,University of Hawai`i at Manoa,1,2016
1484,VA,6329,Fall 2016,University of Hawai`i at Manoa,1,2016
1485,CA,6333,Fall 2016,University of Hawai`i at Manoa,1,2016
1486,CA,6334,Fall 2016,University of Hawai`i at Manoa,1,2016
1487,CA,6337,Fall 2016,University of Hawai`i at Manoa,2,2016
1488,MI,6339,Fall 2016,University of Hawai`i at Manoa,1,2016
1490,UT,6342,Fall 2016,University of Hawai`i at Manoa,1,2016
1491,MN,6343,Fall 2016,University of Hawai`i at Manoa,1,2016
1492,CA,6344,Fall 2016,University of Hawai`i at Manoa,1,2016
1493,CA,6345,Fall 2016,University of Hawai`i at Manoa,1,2016
1494,HI,6348,Fall 2016,University of Hawai`i at Manoa,1,2016
1495,HI,6349,Fall 2016,University of Hawai`i at Manoa,1,2016
1496,HI,6350,Fall 2016,University of Hawai`i at Manoa,1,2016
1497,GA,6356,Fall 2016,University of Hawai`i at Manoa,1,2016
1498,CA,6359,Fall 2016,University of Hawai`i at Manoa,1,2016
1499,CA,6362,Fall 2016,University of Hawai`i at Manoa,1,2016
1500,CA,6365,Fall 2016,University of Hawai`i at Manoa,1,2016
1501,CA,6366,Fall 2016,University of Hawai`i at Manoa,1,2016
1502,NE,6367,Fall 2016,University of Hawai`i at Manoa,1,2016
1503,HI,6374,Fall 2016,University of Hawai`i at Manoa,2,2016
1504,OR,6381,Fall 2016,University of Hawai`i at Manoa,1,2016
1505,WA,6383,Fall 2016,University of Hawai`i at Manoa,1,2016
1506,NE,6384,Fall 2016,University of Hawai`i at Manoa,1,2016
1507,NE,6393,Fall 2016,University of Hawai`i at Manoa,1,2016
1508,OH,6394,Fall 2016,University of Hawai`i at Manoa,1,2016
1509,VA,6396,Fall 2016,University of Hawai`i at Manoa,1,2016
1510,CA,6397,Fall 2016,University of Hawai`i at Manoa,1,2016
1511,NV,6399,Fall 2016,University of Hawai`i at Manoa,1,2016
1512,CA,6404,Fall 2016,University of Hawai`i at Manoa,1,2016
1513,CA,6405,Fall 2016,University of Hawai`i at Manoa,1,2016
1515,TX,6408,Fall 2016,University of Hawai`i at Manoa,1,2016
1516,CA,6411,Fall 2016,University of Hawai`i at Manoa,1,2016
1517,CA,6412,Fall 2016,University of Hawai`i at Manoa,1,2016
1518,NY,6413,Fall 2016,University of Hawai`i at Manoa,1,2016
1519,TX,6414,Fall 2016,University of Hawai`i at Manoa,1,2016
1520,HI,6416,Fall 2016,University of Hawai`i at Manoa,1,2016
1521,TX,6419,Fall 2016,University of Hawai`i at Manoa,1,2016
1522,HI,6420,Fall 2016,University of Hawai`i at Manoa,1,2016
1523,CA,6424,Fall 2016,University of Hawai`i at Manoa,1,2016
1524,MA,6426,Fall 2016,University of Hawai`i at Manoa,1,2016
1525,WY,6429,Fall 2016,University of Hawai`i at Manoa,1,2016
1526,CA,6432,Fall 2016,University of Hawai`i at Manoa,1,2016
1527,HI,6433,Fall 2016,University of Hawai`i at Manoa,1,2016
1528,CO,6444,Fall 2016,University of Hawai`i at Manoa,1,2016
1529,HI,6449,Fall 2017,University of Hawai`i at Manoa,71,2017
1530,HI,6454,Fall 2017,University of Hawai`i at Manoa,46,2017
1531,HI,6459,Fall 2017,University of Hawai`i at Manoa,82,2017
1532,HI,6460,Fall 2017,University of Hawai`i at Manoa,53,2017
1534,HI,6462,Fall 2017,University of Hawai`i at Manoa,73,2017
1535,HI,6463,Fall 2017,University of Hawai`i at Manoa,130,2017
1536,HI,6466,Fall 2017,University of Hawai`i at Manoa,154,2017
1537,WA,6473,Fall 2017,University of Hawai`i at Manoa,3,2017
1538,HI,6481,Fall 2017,University of Hawai`i at Manoa,6,2017
1539,HI,6488,Fall 2017,University of Hawai`i at Manoa,79,2017
1540,HI,6489,Fall 2017,University of Hawai`i at Manoa,12,2017
1541,WA,6491,Fall 2017,University of Hawai`i at Manoa,1,2017
1542,HI,6493,Fall 2017,University of Hawai`i at Manoa,4,2017
1543,HI,6496,Fall 2017,University of Hawai`i at Manoa,32,2017
1544,CA,6497,Fall 2017,University of Hawai`i at Manoa,4,2017
1545,HI,6498,Fall 2017,University of Hawai`i at Manoa,9,2017
1546,HI,6499,Fall 2017,University of Hawai`i at Manoa,52,2017
1547,TX,6503,Fall 2017,University of Hawai`i at Manoa,1,2017
1548,HI,6509,Fall 2017,University of Hawai`i at Manoa,60,2017
1549,NV,6510,Fall 2017,University of Hawai`i at Manoa,1,2017
1550,HI,6511,Fall 2017,University of Hawai`i at Manoa,58,2017
1551,AZ,6512,Fall 2017,University of Hawai`i at Manoa,2,2017
1552,HI,6513,Fall 2017,University of Hawai`i at Manoa,50,2017
1553,CA,6517,Fall 2017,University of Hawai`i at Manoa,1,2017
1554,CA,6518,Fall 2017,University of Hawai`i at Manoa,1,2017
1555,HI,6521,Fall 2017,University of Hawai`i at Manoa,46,2017
1556,MA,6522,Fall 2017,University of Hawai`i at Manoa,1,2017
1557,CA,6528,Fall 2017,University of Hawai`i at Manoa,6,2017
1558,CA,6530,Fall 2017,University of Hawai`i at Manoa,3,2017
1559,HI,6540,Fall 2017,University of Hawai`i at Manoa,11,2017
1560,HI,6542,Fall 2017,University of Hawai`i at Manoa,30,2017
1561,CA,6546,Fall 2017,University of Hawai`i at Manoa,1,2017
1562,HI,6550,Fall 2017,University of Hawai`i at Manoa,20,2017
1563,NJ,6556,Fall 2017,University of Hawai`i at Manoa,1,2017
1564,CA,6557,Fall 2017,University of Hawai`i at Manoa,1,2017
1565,NY,6561,Fall 2017,University of Hawai`i at Manoa,1,2017
1566,CA,6564,Fall 2017,University of Hawai`i at Manoa,1,2017
1567,HI,6575,Fall 2017,University of Hawai`i at Manoa,3,2017
1568,HI,6577,Fall 2017,University of Hawai`i at Manoa,3,2017
1569,HI,6592,Fall 2017,University of Hawai`i at Manoa,24,2017
1570,CA,6594,Fall 2017,University of Hawai`i at Manoa,1,2017
1571,CA,6596,Fall 2017,University of Hawai`i at Manoa,1,2017
1572,CO,6597,Fall 2017,University of Hawai`i at Manoa,1,2017
1573,HI,6599,Fall 2017,University of Hawai`i at Manoa,6,2017
1574,CA,6605,Fall 2017,University of Hawai`i at Manoa,7,2017
1575,GA,6606,Fall 2017,University of Hawai`i at Manoa,2,2017
1576,HI,6608,Fall 2017,University of Hawai`i at Manoa,3,2017
1577,HI,6609,Fall 2017,University of Hawai`i at Manoa,7,2017
1578,CA,6613,Fall 2017,University of Hawai`i at Manoa,1,2017
1579,CT,6618,Fall 2017,University of Hawai`i at Manoa,1,2017
1580,HI,6619,Fall 2017,University of Hawai`i at Manoa,3,2017
1581,CO,6622,Fall 2017,University of Hawai`i at Manoa,1,2017
1582,WA,6627,Fall 2017,University of Hawai`i at Manoa,1,2017
1583,OR,6628,Fall 2017,University of Hawai`i at Manoa,2,2017
1584,CA,6629,Fall 2017,University of Hawai`i at Manoa,1,2017
1585,CA,6636,Fall 2017,University of Hawai`i at Manoa,1,2017
1586,CA,6637,Fall 2017,University of Hawai`i at Manoa,3,2017
1587,AK,6638,Fall 2017,University of Hawai`i at Manoa,1,2017
1588,IL,6643,Fall 2017,University of Hawai`i at Manoa,1,2017
1589,CA,6644,Fall 2017,University of Hawai`i at Manoa,1,2017
1590,HI,6647,Fall 2017,University of Hawai`i at Manoa,3,2017
1591,HI,6648,Fall 2017,University of Hawai`i at Manoa,3,2017
1592,HI,6657,Fall 2017,University of Hawai`i at Manoa,4,2017
1593,HI,6662,Fall 2017,University of Hawai`i at Manoa,4,2017
1594,HI,6668,Fall 2017,University of Hawai`i at Manoa,1,2017
1595,WA,6670,Fall 2017,University of Hawai`i at Manoa,1,2017
1596,CA,6671,Fall 2017,University of Hawai`i at Manoa,1,2017
1597,HI,6672,Fall 2017,University of Hawai`i at Manoa,2,2017
1598,CA,6673,Fall 2017,University of Hawai`i at Manoa,2,2017
1600,HI,6677,Fall 2017,University of Hawai`i at Manoa,1,2017
1601,CA,6678,Fall 2017,University of Hawai`i at Manoa,1,2017
1602,CA,6679,Fall 2017,University of Hawai`i at Manoa,1,2017
1603,CA,6681,Fall 2017,University of Hawai`i at Manoa,1,2017
1604,HI,6691,Fall 2017,University of Hawai`i at Manoa,5,2017
1605,HI,6692,Fall 2017,University of Hawai`i at Manoa,2,2017
1606,CA,6694,Fall 2017,University of Hawai`i at Manoa,1,2017
1607,MN,6695,Fall 2017,University of Hawai`i at Manoa,1,2017
1608,nan,6697,Fall 2017,University of Hawai`i at Manoa,1,2017
1609,IL,6699,Fall 2017,University of Hawai`i at Manoa,1,2017
1610,CO,6700,Fall 2017,University of Hawai`i at Manoa,3,2017
1611,CA,6703,Fall 2017,University of Hawai`i at Manoa,1,2017
1612,HI,6704,Fall 2017,University of Hawai`i at Manoa,3,2017
1613,CA,6710,Fall 2017,University of Hawai`i at Manoa,1,2017
1614,CA,6720,Fall 2017,University of Hawai`i at Manoa,2,2017
1615,MA,6722,Fall 2017,University of Hawai`i at Manoa,1,2017
1616,HI,6723,Fall 2017,University of Hawai`i at Manoa,2,2017
1617,HI,6724,Fall 2017,University of Hawai`i at Manoa,24,2017
1618,NY,6727,Fall 2017,University of Hawai`i at Manoa,1,2017
1619,HI,6728,Fall 2017,University of Hawai`i at Manoa,1,2017
1620,NY,6732,Fall 2017,University of Hawai`i at Manoa,1,2017
1621,KY,6734,Fall 2017,University of Hawai`i at Manoa,1,2017
1622,CA,6737,Fall 2017,University of Hawai`i at Manoa,1,2017
1623,HI,6738,Fall 2017,University of Hawai`i at Manoa,9,2017
1624,WA,6740,Fall 2017,University of Hawai`i at Manoa,1,2017
1625,CA,6741,Fall 2017,University of Hawai`i at Manoa,3,2017
1626,NV,6744,Fall 2017,University of Hawai`i at Manoa,1,2017
1627,HI,6746,Fall 2017,University of Hawai`i at Manoa,3,2017
1628,UT,6747,Fall 2017,University of Hawai`i at Manoa,2,2017
1629,CA,6748,Fall 2017,University of Hawai`i at Manoa,1,2017
1630,HI,6749,Fall 2017,University of Hawai`i at Manoa,7,2017
1631,CA,6750,Fall 2017,University of Hawai`i at Manoa,1,2017
1632,CA,6751,Fall 2017,University of Hawai`i at Manoa,2,2017
1633,CA,6752,Fall 2017,University of Hawai`i at Manoa,2,2017
1634,WA,6754,Fall 2017,University of Hawai`i at Manoa,1,2017
1635,AZ,6755,Fall 2017,University of Hawai`i at Manoa,1,2017
1636,PA,6756,Fall 2017,University of Hawai`i at Manoa,1,2017
1637,CA,6759,Fall 2017,University of Hawai`i at Manoa,1,2017
1638,NV,6760,Fall 2017,University of Hawai`i at Manoa,1,2017
1640,HI,6768,Fall 2017,University of Hawai`i at Manoa,2,2017
1641,HI,6769,Fall 2017,University of Hawai`i at Manoa,2,2017
1642,HI,6771,Fall 2017,University of Hawai`i at Manoa,1,2017
1643,CA,6772,Fall 2017,University of Hawai`i at Manoa,1,2017
1644,IN,6773,Fall 2017,University of Hawai`i at Manoa,1,2017
1645,CA,6774,Fall 2017,University of Hawai`i at Manoa,3,2017
1646,CA,6777,Fall 2017,University of Hawai`i at Manoa,3,2017
1647,CA,6778,Fall 2017,University of Hawai`i at Manoa,1,2017
1648,HI,6781,Fall 2017,University of Hawai`i at Manoa,3,2017
1649,HI,6784,Fall 2017,University of Hawai`i at Manoa,2,2017
1650,WA,6785,Fall 2017,University of Hawai`i at Manoa,1,2017
1651,CA,6790,Fall 2017,University of Hawai`i at Manoa,1,2017
1652,PA,6791,Fall 2017,University of Hawai`i at Manoa,1,2017
1653,CA,6795,Fall 2017,University of Hawai`i at Manoa,1,2017
1654,HI,6797,Fall 2017,University of Hawai`i at Manoa,3,2017
1655,HI,6803,Fall 2017,University of Hawai`i at Manoa,1,2017
1656,SC,6810,Fall 2017,University of Hawai`i at Manoa,1,2017
